Story #	Character Name	Sound	Sr No	Day	Charachter	Character Emotion	Dialogs & Requirments	Sprite																	
Story 6	Cricket Dada	Emotional Background Music 2	16	Day 2	Cricket Dada	Cricket Dada Excited	"They don't understand that cricket mirrors life's most important battles. Every bowler faces rejection, every batsman faces failure, every team faces impossible odds. How you respond defines your character."	CricketDadaExcited																	
Story 6	Cricket Dada	Emotional Background Music 2	17	Day 2	Raju	Raju Excited	"That's exactly what I feel when I play! Like cricket is teaching me how to be stronger, how to handle pressure, how to never give up."	RajuExcited																	
Story 6	Cricket Dada	Emotional Background Music 2	18	Day 2	Cricket Dada	Cricket Dada Quizzical	"Tell me about your cricket dreams, beta. What drives your passion for this beautiful game?"	CricketDadaQuizzical																	
Story 6	Cricket Dada	Emotional Background Music 2	18.1	Day 2	No character - Dialog Setup	Not Applicable	"As Raju walks home from the hospital with his notebook filled with cricket wisdom and historical anecdotes, he understands that he has discovered more than just entertaining stories - he has found a mentor who sees cricket as a metaphor for life's greatest challenges and triumphs. Cricket Dada's passionate philosophy about the sport has deepened his own understanding of why cricket captivates him so completely, while the older man's interest in his personal dreams has created a meaningful connection that transcends their age difference."	Suraksha Hospital																	
Story 6	Cricket Dada	Emotional Background Music 2	19	Day 3	No character - Dialog Setup	Not Applicable	"After two days of incredible cricket stories and wisdom, Raju chooses to visit Cricket Dada again, this time bringing a small gift - a cricket magazine he purchased with his lunch money. However, today he notices something different - a sadness beneath Cricket Dada's usual enthusiasm."	Not Applicable																	
Story 6	Cricket Dada	Emotional Background Music 2	19.1	Day 3	No character - Dialog Setup	Not Applicable	"The hospital room carries a different energy today as Raju arrives with his carefully chosen gift, his developing sensitivity to Cricket Dada's moods allowing him to detect a melancholy that wasn't apparent during their previous enthusiastic discussions about cricket history. The cricket magazine tucked under his arm represents a sacrifice of his lunch money, demonstrating his growing affection for the elderly man, while his observant nature prepares him to offer support that goes beyond their shared passion for cricket."	Suraksha Hospital																	
Story 6	Cricket Dada	Emotional Background Music 2	20	Day 3	Raju	Raju Excited	"I brought you this cricket magazine, Dada. It has articles about current players and some history sections you might enjoy."	RajuExcited																	
Story 6	Cricket Dada	Emotional Background Music 2	21	Day 3	Cricket Dada	Cricket Dada Sad	"Beta, you didn't need to spend money on an old man. But this... this means more to me than you know. It's been so long since anyone thought to bring me something."	CricketDadaSad																	
Story 6	Cricket Dada	Emotional Background Music 2	22	Day 3	Raju	Raju Quizzical	"Dada, I can see something is troubling you today. How would you like me to help?"	RajuQuizzical																	
Story 6	Cricket Dada	Emotional Background Music 2	23a	Day 3	Raju	Raju Sad	"I can see you're sad, Dada. Would you like to talk about what's troubling you? Sometimes sharing helps."	RajuSad																	
Story 6	Cricket Dada	Emotional Background Music 2	24a	Day 3	Cricket Dada	Cricket Dada Sad	"You're very perceptive, beta. Most people don't notice when old men are struggling inside. It's... it's about loneliness, about choices I made long ago."	CricketDadaSad																	
Story 6	Cricket Dada	Emotional Background Music 2	25a	Day 3	Raju	Raju Serious	"I'm here to listen, Dada. Take your time. Sometimes the heart needs to speak as much as the mind needs to remember cricket stories."	RajuSerious																	
Story 6	Cricket Dada	Emotional Background Music 2	26a	Day 3	Cricket Dada	Cricket Dada Sad	Your gentleness reminds me of my daughter Priya. She used to listen to my problems with the same patience you're showing now.	CricketDadaSad																	
Story 6	Cricket Dada	Emotional Background Music 2	27a	Day 3	Raju	Raju Serious	"She sounds wonderful, Dada. What happened with your family? Why aren't they here with you?"	RajuSerious																	
Story 6	Cricket Dada	Emotional Background Music 2	23b	Day 3	Raju	Raju Serious	"Dada, I noticed the photo you tried to hide. Are you missing your family? Sometimes it helps to be direct about what's hurting us."	RajuSerious																	
Story 6	Cricket Dada	Emotional Background Music 2	24b	Day 3	Cricket Dada	Cricket Dada Sad	"You don't miss much, do you beta? Yes, that photo... it's all I have left of happier times. I made mistakes, said things in anger."	CricketDadaSad																	
Story 6	Cricket Dada	Emotional Background Music 2	25b	Day 3	Raju	Raju Serious	"What kind of mistakes, Dada? Did you fight with them? Arguments can be fixed if both sides want to fix them."	RajuSerious																	
Story 6	Cricket Dada	Emotional Background Music 2	26b	Day 3	Cricket Dada	Cricket Dada Sad	"I felt like they didn't respect me anymore, that they saw me as a burden. So I stopped calling them, expecting them to reach out first."	CricketDadaSad																	
Story 6	Cricket Dada	Emotional Background Music 2	27b	Day 3	Raju	Raju Serious	"But Dada, maybe they think the same thing? Maybe they're waiting for you to call them? Someone has to make the first move."	RajuSerious																	
Story 6	Cricket Dada	Emotional Background Music 2	23c	Day 3	Raju	Raju Quizzical	The cricket heroes you tell me about - they faced lonely times too. How did they handle it? What would Kapil Dev do in your situation?	RajuQuizzical																	
Story 6	Cricket Dada	Emotional Background Music 2	24c	Day 3	Cricket Dada	Cricket Dada Quizzical	"That's... that's an interesting way to think about it, beta. Kapil Dev never gave up, even when the odds seemed impossible. Even when his team was losing."	CricketDadaQuizzical																	
Story 6	Cricket Dada	Emotional Background Music 2	25c	Day 3	Raju	Raju Serious	"So what would he do if he had a family misunderstanding? Would he wait for the other team to make the first move, or would he take action?"	RajuSerious																	
Story 6	Cricket Dada	Emotional Background Music 2	26c	Day 3	Cricket Dada	Cricket Dada Excited	"He would... he would be brave. He would take the risk, make the play that could win or lose everything. Just like in that 1983 World Cup."	CricketDadaExcited																	
